Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,BLAW308
230726B,4,Y,130,49,1:1C,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:1CR,1:1B+,1:1B,2:1D+,1:1C+,1:1A-
230726B,2,N,23,28,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1B,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,74,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,12,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,27,1:1B,1:1C,2:1B,1:1A-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,1:1B,1:1C-,1:1B,2:1B-,1:1C+
230726B,12,Y,15,118,1:1C+,1:1D,1:1B-,1:1C-,1:1D,1:1B,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1C-,1:1B-,3:1C,0:0NA,1:1B
230726B,9,Y,26,108,1:1D,2:0,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1B,1:1B+,3:0,0:0NA,1:1C+
230726B,2,N,118,13,1:1C,1:1C,1:1B,1:1A,1:1B,1:1C,1:1B,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,2:1CR,1:1D,1:1C,1:1C,2:1C-,1:1D
230726B,9,N,0,100,4:0,1:0WU,1:1C,1:1A,2:1C-,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,3:1D,1:1C,2:1D,1:1C
230726B,7,Y,70,67,1:1A,1:1B,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1A-,1:1C,0:0NA,0:0NA,1:1B+,1:1CR,1:1C,1:1C,1:1C-,1:1B,1:1C
230726B,5,N,76,55,1:1A,0:0NA,1:1B-,1:1B-,1:1D,2:0F,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230726B,3,Y,20,104,2:1A-,1:1C,1:1B-,1:1B,1:1C,1:1B-,0:0NA,0:0NA,1:0,0:0NA,0:0NA,3:0,0:0NA,0:0NA,1:1B,1:1C,1:1B,0:0NA,1:1B-
230726B,1,Y,115.5,75,1:1C,1:0,1:1B,0:0NA,1:1C,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1CR,2:1C,2:1C+,1:1C+,0:0NA,1:1B
230726B,8,N,22,77,3:0C-,1:1C,1:1B,1:1A,2:0F,3:0,0:0NA,3:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:0F,1:1C,2:1B-,2:1C-,0:0NA
230726B,3,Y,20,103,1:1B+,1:1C-,1:1A,1:1A,1:1B,1:1C-,0:0NA,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,1:1B-,1:1B-,1:1A-
230726B,5,Y,70,51,1:1C,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1A-,1:1A,1:1A-
230726B,5,Y,11,115,0:0NA,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A
230726B,5,Y,70,55.5,1:1A,0:0NA,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1B,1:1B,2:1C+,1:1B+,1:1B-
230726B,1,N,121,6,1:1A,1:1A,1:1C,1:1A,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,6:1CR,1:1C,2:1C,1:1D+,2:1C,3:0
230726B,6,Y,58,83,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1B-,1:1C+,1:1B+
230726B,1,N,53.7,13,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,Y,23,110,0:0NA,1:1B-,0:0NA,1:1A,0:0NA,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,2:1C+,1:1B,1:1A-
230726B,1,N,82,12,1:1,1:1C,1:1B,2:0,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1CR,0:0NA,0:0NA,1:1B-,0:0NA,1:1B
230726B,1,N,82,0,1:0WU,0:0NA,1:0,1:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,Y,0,122,1:1B+,1:1A,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1A-,1:1B,1:1B+
230726B,8,Y,9,131,0:0NA,0:0NA,1:1C,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:0,1:1C+
230726B,4,Y,31.6,104,2:0,1:1B,1:1B,0:0NA,2:0,1:1C,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1B+,2:1CR,2:1C,2:1C+,1:1D+,1:0,1:1A-
230726B,4,Y,37,119,2:0,0:0NA,1:1A,0:0NA,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1B-,1:1C+,0:0NA,1:1A-
230726B,6,Y,0,126,0:0NA,0:0NA,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1A-,1:1B,1:1B,0:0NA,1:1C
230726B,6,Y,13,113,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1B,0:0NA,1:1A-
230726B,5,Y,70,55,1:1B,1:1B,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1CR,1:1C-,1:1B+,1:1B-,0:0NA,1:1B-
230726B,2,Y,5,120,1:1B,1:1C+,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1B,1:1C,1:1B
230726B,12,Y,3,122,1:1C,1:1C,1:1C+,1:1B+,0:0NA,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C+,1:1B,1:1C,1:1C,1:1B-
230726B,7,Y,12,123,1:1B-,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1B+,0:0NA,1:1A
230726B,4,Y,45,82,1:1B,0:0NA,1:1B-,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,2:1C+,0:0NA,1:1B+
230726B,7,Y,63,69,1:1C,1:1C+,1:1B-,1:1A-,1:1A-,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,2:1CR,2:0,1:1B-,2:1B,0:0NA,1:1B-
230726B,10,N,21,107,3:0F,2:0,1:1D+,2:1B,2:1D,1:1C,0:0NA,2:0WU,3:1C+,0:0NA,0:0NA,0:0NA,1:1B,3:0NC,1:1B,2:1D+,1:1D,1:0F,2:1D+
230726B,3,N,72.9,33,1:1B+,1:0,1:1A,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,2,N,70,9,1:1C,1:1B,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,2:1CR,1:1C,1:1B,1:1C+,1:1C+,3:1C+
230726B,4,N,15,91,1:1D+,1:1C+,1:1B,1:1C,1:1D,1:1C,0:0NA,3:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,2:1CR,2:1C,1:1D,1:1B+,1:1D+,1:1D-
230726B,6,Y,70,51,1:1A,1:1B,1:1A,1:1A,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1C+,1:1D+,1:1C,1:1C+
230726B,2,N,0,59,2:1D+,1:1D-,1:1C,1:1A,1:1D-,1:1D,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA
230726B,8,N,64,66,1:1C,2:0,1:1C,1:1B,1:1C,1:1D,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,2:1C+,0:0NA,1:1C-
230726B,6,Y,70,51,1:1B,1:1C,1:1C,0:0NA,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C-,1:1C,1:1B-,0:0NA,1:1C
230726B,7,N,0,83,2:1B,1:1B,2:1A,2:1A,1:1B,2:1B-,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B+,2:1CR,1:1C+,1:1A,1:1B,1:1B,0:0NA
230726B,10,Y,68.2,87,1:1B,0:0NA,2:1B,1:1A,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B-,1:1B,1:1B,0:0NA,1:1A-
230726B,7,N,64,70,1:1D+,1:1B,1:1C-,1:1A,0:0NA,0:0NA,0:0NA,2:0F,1:0W,0:0NA,0:0NA,0:0NA,1:1C,2:1CR,1:1D+,1:1B-,1:1C,2:1D-,1:1C+
230726B,12,Y,8,120,1:1C,1:1B-,1:1B-,1:0W,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1C,1:1C+,1:1C,0:0NA,1:1B
230726B,10,Y,9,131,2:0D,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,1:1D+,1:1C,1:1C,2:1B-
230726B,2,N,9,77,1:1C,1:1B,1:1C+,1:1A,2:0,1:1C-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1B,2:1B-,1:1C,1:1B,1:1B-
230726B,8,Y,70,52,1:1A,1:1B,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,2:1B+,1:1C,2:1C+,0:0NA,1:1B+
230726B,6,Y,70,73,1:1B,1:1A,1:1C+,1:1C,2:0W,2:1B,0:0NA,0:0NA,5:1D-,0:0NA,0:0NA,0:0NA,1:1B-,3:1CR,1:1B,1:1C+,1:1C+,0:0NA,1:1B-
230726B,8,Y,64,76,1:1C,1:1C,0:0NA,1:1B,1:1B,1:1C,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1CR,1:1C,1:1C,1:1B-,0:0NA,1:1C+
230726B,1,N,64,0,1:1A,1:1C,1:1C,1:1A,1:1C,1:1C,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1CR,3:0,1:1B,1:1B-,1:1B,1:1B
230726B,3,N,0,6,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,6,95,1:0F,0:0NA,1:1D+,1:1A,2:1C,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,2:1C+
230726B,3,N,0,15,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,Y,70,60.5,1:1C,0:0NA,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C,1:1B,1:1C,1:1C-
230726B,3,N,70,18,1:1A,1:1A,1:1B-,2:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:0,1:0,0:0NA,1:0F,3:0,0:0NA,1:0F
230726B,1,N,70,12,1:1A,1:1A,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,3:0,1:1C,0:0NA,1:0,1:1C+,5:1CR,1:1A,2:1C,1:1B-,1:0,2:0
230726B,2,N,59,24,1:1B,1:1C,1:1C,0:0NA,1:1B,1:1C,0:0NA,0:0NA,2:1C-,0:0NA,0:0NA,1:1D,1:1C+,2:1CR,1:1B,1:1C+,1:1B,1:1B-,1:1D+
230726B,8,Y,0,134,1:1C+,2:0,1:1B+,1:1A-,0:0NA,0:0NA,0:0NA,1:1C,2:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,2:1A,1:1B+,1:1A-,0:0NA,1:1A
230726B,2,N,58,18,1:1D,0:0NA,1:1B,1:1C-,1:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-
230726B,1,N,74,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,9,Y,70,58,1:1B,2:1C,1:1B,1:1B-,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1CR,2:1C,1:1B,1:1C-,0:0NA,1:1B-
230726B,4,N,11,62,1:1C,0:0NA,0:0NA,2:0,1:1B,1:1B,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,85,1:0F,0:0NA,1:1C,2:1B,2:1C,1:1D,0:0NA,3:0F,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1C-
230726B,1,N,45,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,155,16,2:0,0:0NA,1:0,1:1A,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,70,0,1:1B,1:1C,1:1C,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,60,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,32.6,0,1:1A,1:1C+,1:1C,1:1A,1:1C-,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1CR,1:1B,1:1C-,1:1B,1:1C,1:1C-
230726B,1,N,70,12,1:1C,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C+,2:1CR,2:1B,1:1C+,1:1B-,1:1A,2:0
230726B,1,N,70,0,1:1C,1:1B,1:1A,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:0F,1:1C-,1:1D,1:1D+,0:0NA
230726B,1,N,74.6,6,1:1A,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1C-,1:1A-,1:1CR,1:1A,1:1A-,1:1A-,1:1A,1:1B+
230726B,6,Y,6,124,1:1B+,1:1B,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1C,2:1D,2:1C,2:1B+,1:1C
230726B,5,Y,58,65,1:1C,1:1B+,1:1A,1:1B,2:0,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,1:1C,1:1A-,1:1B,0:0NA,1:1B+
230726B,3,N,12,24,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,69,0,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,Y,63,57,1:1B,1:1C-,1:1B,0:0NA,1:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1B-,1:1B-,1:1A,1:1B
230726B,4,Y,6,116,1:1B,1:1B,1:1B+,1:1A,1:1B,1:1B,0:0NA,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,1:1A,1:1C,1:1B+,1:1A-,1:1B-
230726B,3,N,0,15,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,0,9,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,25,0,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,68,9,1:1A,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1C,2:1B-,2:1CR,1:1B+,1:1A-,3:1A-,1:1A,1:1B
230726B,5,N,81.6,77,1:1C,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1D+,1:1D+,1:1C
230726B,3,Y,70,70,1:1A,1:1A,1:1B,1:1A,1:1C,1:1B,0:0NA,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B+,1:1B,2:1C+,4:1C,1:1B-
230726B,1,N,70,0,1:1B,1:1C,1:1B,1:0B,1:1C,1:1B,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,2:1CR,1:1D+,1:1C,1:1C+,1:1D-,0:0NA
230726B,8,Y,70,76,1:1A,1:1A,1:1C+,1:1A,1:1C,1:1D,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,1:1C,2:1C+,1:1C,1:1C,1:1C-
230726B,1,N,70,0,2:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,Y,13,133,3:1B,1:0,1:1C,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,1:1B+,2:1CR,1:1C-,1:1C,2:1B-,0:0NA,3:1B
230726B,6,Y,27,106,2:1B+,2:1C+,1:1C,1:1B+,2:1B,1:1C-,0:0NA,1:1D,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:1CR,1:1C-,1:1C+,2:1B,0:0NA,1:1B+
230726B,6,Y,63,73,2:1C-,1:1C-,2:1B,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:1B+,1:1CR,1:1B,1:1C,1:1B-,0:0NA,1:1C
230726B,6,N,70,7,1:1B,1:1C,1:1A,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D-,1:0F
230726B,5,Y,70,55,1:1B,1:1B,1:1C,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:1C,2:1B+,2:1CR,1:1A,1:1B-,2:1B,1:1B-,1:1C
230726B,3,N,3,72,1:1B,1:1A-,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,0:0NA
230726B,2,N,5,36,1:1C,2:0,1:1C,1:1C+,1:1C,1:1C,0:0NA,0:0NA,4:0,0:0NA,0:0NA,0:0NA,1:1B,2:1CR,2:1B,1:1B,1:1C+,1:1D,0:0NA
230726B,6,N,70,52,1:1C,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1D,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,4:1CR,1:1B,1:1D+,1:1C,1:1C,1:1B-
230726B,3,Y,70,57,1:1A,0:0NA,1:1C,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,2:1CR,1:1B,1:1C+,1:1B,1:1C,1:1C
230726B,8,Y,61,74,1:1C,1:1B,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,1:1A,1:1A,1:1A,1:1A,1:1A
230726B,4,Y,3,130,1:1A-,1:1B+,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,3:1A,2:1CR,1:1B,1:1C,1:1D+,1:1C,1:1B
230726B,2,Y,70,76,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1CR,1:1B,1:1B+,1:1B,1:1B+,1:1A
230726B,1,N,78.3,0,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230726B,7,Y,37,86,1:1A-,1:1A,1:1A,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,1:1A-,0:0NA,1:1B,0:0NA,1:1A,1:1CR,1:1A,2:1A,1:1B+,1:1A,1:1A
230726B,5,Y,70,55,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1CR,0:0NA,0:0NA,1:1A-,0:0NA,1:1B
230726B,6,Y,70,52,1:1B,1:1D,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1CR,2:1A,1:1D,2:1C+,4:0,3:0D+
230726B,12,Y,0,135,0:0NA,0:0NA,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,0:0NA,0:0NA,1:1D+,1:1B,1:1CR,1:1D+,2:1D,1:1C,1:1C+,2:1C
230726B,5,N,3,53,1:0F,0:0NA,1:1C,1:1B,2:0F,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,6,30,1:0F,0:0NA,0:0NA,1:1A,1:1D+,1:0F,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,9,Y,12,122,1:1C,1:1B,1:1D+,3:1A,1:1D,2:1C,0:0NA,3:1C,2:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1A,1:1A,2:1A,1:1C+,1:1D-
230726B,6,N,0,64,1:1B,0:0NA,1:1C+,2:1B,1:1C,1:0F,0:0NA,0:0NA,1:0W,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1C,1:1B-,1:1B
230726B,8,N,43,57,3:0,5:1D-,1:1B,0:0NA,2:1C,1:1C,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1C+,2:1CR,2:1C,1:1C+,2:1C+,1:1C,2:1D
230726B,6,Y,70,65,1:1B,1:1D+,1:1A,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,1:1A,1:1B,1:1CR,2:1C,1:1C-,1:1C,1:0,1:1C-
230726B,8,Y,69,62,1:1C,1:1C,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B,1:1CR,2:1B,1:1C-,2:0,1:1B,2:0
230726B,2,N,82,27,1:1C,1:1D,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,70,52,1:1B,1:1C,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,2:1CR,1:1A,1:1C+,1:1B,1:1C+,1:1C+
