Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348
230750B,1,Y,70,58,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1C-,1:1A,1:1B+,1:1B,1:1B
230750B,1,Y,70,50,1:1B,1:1C,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,4:1C,1:1B,1:1C+,1:1C+,1:1B,1:1B+
230750B,1,Y,68,58,1:1B,1:1D,1:1B+,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:0C-,1:1C+,1:1D,1:1D+,2:1A,1:1C
230750B,1,N,70,0,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1B-,1:1B+,1:1B,1:1B,0:0NA,0:0NA
230750B,1,Y,61,77,1:1B,2:0,1:1B,1:1A,1:1C,1:1C-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1C,1:1B,2:1C+,1:1A,1:1C
230750B,1,N,23,50,1:0F,0:0NA,0:0NA,1:1B,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,54,95,1:1B,0:0NA,1:1C,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,2:1C,1:1C,1:1B-,1:1C-,1:1C-,6:1B-,1:1C-
230750B,1,Y,62.5,59,1:1C,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1B,1:1B+,1:1B,1:1C+,1:1C-,1:1B-,1:1C+,1:1A-
230750B,1,N,0,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,70,50,1:1A,1:1C,1:1C,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1A-,1:1C-,1:1C,1:1B-,1:1D+,1:1B
230750B,1,Y,70,67,1:1C,1:1A,1:1B,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B-,2:0,1:1A-,1:1A-,1:1A,2:1A
230750B,1,N,76,55,1:1B,1:1B,1:1A,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B-,1:1D,1:1C,1:1C+,1:1D+,2:1C,1:1C
230750B,1,N,54,41,0:0NA,0:0NA,1:1C,1:1B,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,23,33,0:0NA,0:0NA,0:0NA,2:1C,2:0,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,82.2,80,3:1D+,1:1D,2:1B-,1:1C+,1:1C+,1:1A,0:0NA,1:1A,1:1C,0:0NA,0:0NA,1:1B-,1:1A,3:1B+,1:1D+,1:1C+,1:1C,1:1B-,1:1C
230750B,1,N,3,109,3:1D,2:1D,1:1B,1:1A,3:1C,3:1C,0:0NA,0:0NA,3:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,2:1D-,1:1B-,1:1C-,1:0F,0:0NA
230750B,1,N,0,66,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,70,64,1:1C,1:1C+,1:1B,1:0F,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:1B,1:1C+,1:1B+,1:1B,1:1D,1:1C,1:1C+
230750B,1,N,66,35,0:0NA,0:0NA,1:0,2:0WU,2:1C,1:1C+,0:0NA,1:0C+,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,90,24,1:1C+,1:0F,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1A-,0:0NA,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,75,56,1:1C,2:0,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1C+,1:1C,1:1C+,1:1C,2:1C-,1:1C-,1:1B+
230750B,1,Y,63,64,1:1C,1:1B,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:1C,1:1C+,1:1C,1:1C+,1:1C+,2:1C-,1:1C-,1:1B-
230750B,1,Y,105,37,1:1C+,1:1C+,1:1B,3:0,1:1B-,1:1B-,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,2:1A-,1:1A,1:1A-,1:1B,1:1B,1:1C+,1:1B-
230750B,1,N,98,9,1:1B,2:0F,2:0W,1:1A,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,43,81,2:1B,1:1C+,1:1B,1:1A,1:1A-,1:1B,0:0NA,1:0B-,1:1C,0:0NA,0:0NA,1:1B-,1:1B,1:1B,1:1B,1:1B-,1:1B,2:1C,1:1A
230750B,1,Y,70,58,1:1C,1:1B,1:1C,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1B+,1:1B-,1:1B-,1:1C,1:1B
230750B,1,Y,68.5,58,1:1C,2:0,2:1C,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,2:1A,1:1B,2:1C+,2:1D+,3:0,1:1C
230750B,1,N,14,64,1:1C,1:1B,1:1C+,1:1A,1:1C,1:1D+,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,0,42,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,73,48,1:1B,1:1C,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C+,1:1B,1:1C-,2:1C+,1:1C,1:1C,1:1C-
230750B,1,Y,70,73,1:1C+,1:1A-,1:1C,1:1A,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1C,1:1B-,2:1C,1:1C,1:1B,1:1C
230750B,1,N,52,21,1:0F,0:0NA,1:1C,2:0,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,76,6,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:0WU,0:0NA,2:1B,1:0WU,0:0NA,0:0NA,0:0NA
230750B,1,Y,60.5,76,1:1D+,1:1C,1:1D-,1:1A-,1:1D+,2:1D-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1D,1:1C,1:1C,1:1C,1:1C,2:1B+
230750B,1,N,34,53,1:1C,1:1D,3:0,1:1C+,2:0F,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,61,75,1:1A,1:1C,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B-,1:1B,1:1C,1:1A-,1:1C,1:1B
230750B,1,Y,78,67,1:1B,1:1B,1:1A,1:1A,1:1C,1:1C,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,2:0,1:1C+,2:1B-,1:1B,1:1B-,1:1C,1:1C,1:1C+
230750B,1,Y,47,82,2:1D,1:1C,1:1D+,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1C,1:1B-,1:1C+,1:1B+,1:1B,1:1A-,1:1B,1:1C+
230750B,1,N,0,0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,0,51,0:0NA,0:0NA,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,70,75,1:1D,1:1C,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1B-,1:1B-,1:1B,1:1C,1:1B-,1:1C
230750B,1,Y,70,63,2:0,1:1B,1:1B,1:1C+,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1D+,1:1C,1:1C,1:1D+,2:0,1:1B-
230750B,1,Y,42,85,1:1C,2:1C,1:1B,0:0NA,1:1C,1:1C+,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,4:0,2:1A-,2:1C,1:1B-,1:1C,1:1C,1:1B
230750B,1,Y,65,68,2:0F,2:1D,1:1C,1:1C,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B+,1:1B,1:1C,1:1C-,1:1C,1:1B
230750B,1,N,0,32,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,41,0,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,50,0,0:0NA,1:0,0:0NA,1:1B,0:0NA,1:1B+,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,65,9,1:1,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,76,0,1:1A-,1:1B,1:1B-,1:1A,1:1C,1:1B+,1:1A,0:0NA,0:0NA,1:1C,1:1C,1:1A,1:1B,0:0NA,1:1B,1:1A-,1:1C,0:0NA,0:0NA
230750B,1,N,70,13,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B,1:1B+,1:1B-,1:1C,0:0NA,0:0NA
230750B,1,N,3,13,2:1C,1:1C,1:1C,1:1C,1:1C,1:1D-,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,2:1C,1:1C-,1:1C+,1:1D,1:1C,0:0NA,0:0NA
230750B,1,N,75,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,12,91,1:1D,0:0NA,1:1B,2:1B,2:1C,1:1D,0:0NA,1:0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,46.5,0,2:0A-,1:1A-,1:1B,1:1A,1:1B-,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,1:1A-,1:1B-,1:1B,0:0NA,2:1A-
230750B,1,N,70,12,1:1C,1:1B,1:1B,1:1B+,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B-,2:1C,1:1D,1:1C,1:1D,0:0NA,0:0NA
230750B,1,Y,18.6,116,1:1C,2:1D+,1:1B,1:1A-,1:1D+,3:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,3:1B+,1:1C-,1:1C-,1:1B,1:1C-,1:1C-,1:1B
230750B,1,Y,12,166,1:1C,1:1C,1:1C-,1:1A,1:1C,2:1C-,0:0NA,1:1C-,3:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1B,1:1C,1:1C,1:1C,1:1B
230750B,1,Y,105,49,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1A,1:1B,1:1B-,1:1C+,1:1B
230750B,1,N,13,14,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,70,6,1:1B,1:1B,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1C,0:0NA,2:1D,1:1B+,1:1C,0:0NA,0:0NA
230750B,1,N,70,0,1:1D,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,0,61,1:1C,1:0F,0:0NA,1:1A,1:1D,1:0F,0:0NA,3:0WU,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,6,40,1:1D,2:1C,1:1C+,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,7,20,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,68,58,1:1B,1:1C,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1B-,1:1B-,1:1B,1:1C+,2:1C-,1:1B+
230750B,1,Y,14,123,2:1C,3:1C,1:1C,1:1A-,2:1D,2:1D+,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,2:0F,1:1B,2:1D,1:1C,1:1C+,1:1C-,1:1C,1:1B-
230750B,1,Y,16,158,1:1B,1:1A,1:1C+,1:1B,1:1C-,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1B+,1:1B-,1:1B+,1:1B,1:1B,1:1B,1:1A
230750B,1,N,78,13,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,74.5,12,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA
230750B,1,N,42,0,0:0NA,0:0NA,1:1C,1:1A,1:0F,0:0NA,1:1B+,0:0NA,2:0,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,75.3,0,1:1B,1:1B,1:1C,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:0,1:1C-,2:0,1:1C+,0:0NA,0:0NA
230750B,1,N,69,45,1:1B,0:0NA,1:1C,1:1B,1:1C,1:1C,1:1A,0:0NA,2:1D,0:0NA,0:0NA,1:1C,1:0,1:0,1:1B,1:1C,0:0NA,1:0F,0:0NA
230750B,1,Y,65,59,3:0F,1:1D+,1:1B,1:1C,1:1C,1:1C,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B-,1:1B-,1:1C,1:1A,1:1C-,1:1C
230750B,1,N,76,13,1:1A,1:1B,1:1B,1:1A,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1A,1:1A-,1:1B,1:1B,0:0NA,1:0
230750B,1,N,72,0,1:1C+,0:0NA,1:0WU,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,1:1B,1:1C,0:0NA,0:0NA,0:0NA
230750B,1,N,65,91,1:1C,0:0NA,1:1C,1:1B,1:1C,1:1C,0:0NA,2:1D+,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,3:1C+,2:0D,2:1C,1:1D+,2:1C,1:1C
230750B,1,Y,3,124,1:1C+,2:0,1:1C+,1:1C+,1:1C,1:1D+,0:0NA,2:1D,1:1C+,0:0NA,0:0NA,0:0NA,1:0,1:1C-,1:1C-,1:1B,1:1C+,1:1C,1:1C+
230750B,1,N,0,85,1:1C,0:0NA,1:1B,1:1C,1:1C,2:0F,0:0NA,2:1C,2:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,66.3,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA
230750B,1,Y,70,53,1:1B,1:1A,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C+,1:1B-,2:1C,1:1B-,1:1C
230750B,1,N,69.5,12,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,13,124,1:1B,1:1B-,1:1A-,1:1A-,1:1A-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B+,1:1A-,1:1B+,2:0,1:1A
230750B,1,Y,16,118,1:1D,1:1D-,2:0,1:1A,3:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C-,1:1C,1:1D,1:1C-,1:1C
230750B,1,Y,4,129,1:1C,1:1C,1:1C+,1:1A,1:1C,2:0,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,3:1C+,1:1D-,1:1C+,2:1B,1:1D+,1:1C,1:1B
230750B,1,Y,0,128,1:1C,1:1D-,1:1B,1:1A,1:1C,1:1C,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1D,1:1C,1:1C,1:1C-,2:1C-,1:1C
230750B,1,N,70,0,0:0NA,0:0NA,1:1B,1:1C,2:1D,1:1D,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,15,9,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,18,88,1:1C,1:1B+,1:1C,1:1B+,1:1C,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1B+,1:0WU,1:1C,2:1D-,2:1D+,1:1D
230750B,1,N,13,89,1:1C,1:1D,1:1C-,1:1C,3:1D+,1:1C,0:0NA,1:1C,2:1B,0:0NA,0:0NA,0:0NA,1:1B,2:0W,1:1C,1:1D,1:1C-,1:0,1:1B-
230750B,1,N,94,40,1:1C,3:0,1:1C,1:1B,1:1C,2:0W,0:0NA,5:1C,0:0NA,1:1A,0:0NA,3:0,2:1A-,1:1C+,1:1D-,1:1B-,1:1C+,1:1C,1:1A-
230750B,1,N,4,9,0:0NA,0:0NA,0:0NA,1:1C-,2:0,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,75,52,1:1C,3:1A-,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1A,2:0,2:1D,2:1C,3:1C,2:1D,1:1C-,1:1C
230750B,1,N,70,0,1:1B,1:1B,1:1B,1:0B,2:0F,1:1B,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1D,4:1B-,4:0,2:1C+,1:1C,1:1D+,0:0NA,0:0NA
230750B,1,N,57,6,1:1,0:0NA,0:0NA,1:0WU,1:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,64,12,1:1B,2:0F,0:0NA,1:1B,1:1B,1:1D,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,27,89,1:1B,2:1C,2:0,1:1A,1:1C,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,2:1C+,2:1B-,2:1C-,1:1B,1:1C,1:1C+,1:1B
230750B,1,N,70,0,1:1A,1:1B,1:1B,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,1:1B,1:1B,0:0NA,1:1C+,2:1C,1:1B,0:0NA,0:0NA
230750B,1,N,57,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,70,19,1:1C,1:0F,1:1B,1:0A,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,0,137,1:1C+,1:1C-,1:1C,1:1B-,2:1C,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1D+,1:1C,1:1B-,1:1C-,1:1C-,1:1C+
230750B,1,N,70,0,1:1C,1:1B,1:1A,1:1A,1:1B,2:0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:0,1:0,1:1D+,2:0,1:0,0:0NA,0:0NA
230750B,1,N,67,33,1:1B,1:1C+,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,Y,70,51,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,1:1B+,1:1B,2:1C,1:1A-
230750B,1,N,70,33,1:1A,1:1C,1:1C,1:1C,1:1C,1:1C,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1D,1:1D-,1:1D,2:1C,1:1D,2:0F
230750B,1,N,0,12,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,1:1B+,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,70,15,1:1,1:1A-,1:1B,1:1A,1:1C,1:1A,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,21,38,4:1D,1:0,2:0,1:1C,3:1D,1:0F,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,86,17,1:1C,1:1C,1:1A,1:0,1:1C,1:1B,1:1A,0:0NA,3:0IC,0:0NA,0:0NA,3:0,2:1B,1:1C,2:0IC,1:1B-,2:0F,0:0NA,0:0NA
230750B,2,N,69,33,1:1A,1:1B+,1:1A,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B-,1:1A-,1:1B,2:1B-,1:1A-,2:1B
230750B,2,N,70,53,1:1B,1:1B,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1A-,1:1A-,1:1A-,1:1B,2:1A,1:1A
230750B,2,N,58,67,1:1C,1:1D,1:1C,1:1B,1:1B,1:1B,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:1C-,3:0,1:1C,1:1B-,1:1C-,1:1C+
230750B,2,N,0,10,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,67,63,1:1C,1:1D,0:0NA,1:1A,1:1D,1:0,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,2:1D,2:1B,1:1C+,0:0NA,1:1B
230750B,2,N,69,52,1:1C,1:1B,1:1A,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1C-,1:1C-,1:1C,1:1C,1:1C,1:1C
230750B,2,N,60,9,1:1C,2:1C-,1:1B,2:0,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1C+,1:1C,1:1C-,0:0NA,0:0NA
230750B,2,N,48,12,1:1B,1:1A,1:1B,1:1B+,2:0,1:1B,1:1C,0:0NA,2:1C,0:0NA,0:0NA,1:1B,1:1B-,2:1C,1:1B-,1:1C,1:1C,0:0NA,0:0NA
