Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,ECON308,MGT370,MKT380,BLAW308
230741B,1,N,70,55,1:1B,1:1A,1:1A,2:0,1:1B,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1A,1:1B-,2:1A,1:1A-,1:1B,2:1A-,0:0NA,1:1A
230741B,1,N,33,43,1:1C,1:0F,1:1A,1:1C,1:1C,3:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,12,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,1:1B,1:1C,1:1B,1:1B,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,1:1C,1:1A-,1:1C,0:0NA,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1B-,1:1CR,0:0NA,1:1B-,1:1B-,1:1B+,0:0NA,0:0NA,0:0NA,1:1C
230741B,1,Y,70,55,1:1B,1:1C,1:1B,1:1A,1:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1C-,3:1CR,1:1C,1:1B,1:1D-,2:1C+,1:1D+,1:1B,0:0NA,1:1C+
230741B,1,Y,70,76,2:1C,2:1C,1:1A,0:0NA,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1A-,1:1A-,2:1A,1:1C+,1:1C+,1:1B+,0:0NA,1:1C+
230741B,1,N,26,32,2:0F,0:0NA,1:1C,2:0F,1:1D,0:0NA,1:0,2:1D,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,6,63,0:0NA,0:0NA,1:1C,1:1C-,3:1D-,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,71.5,0,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,7,132,1:1D,1:1D,1:1C-,1:1A,1:1C-,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0,1:1A-,1:1CR,1:1B-,1:1B+,1:1B+,1:1C+,1:1A,1:1B,0:0NA,1:1C+
230741B,1,Y,13,140,1:1A-,1:1B+,1:1A-,1:1B,1:1A,1:1C+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1C+,1:1B,1:1B,1:1B,1:1A-,1:1B+,0:0NA,1:1B-
230741B,1,Y,66,71,1:1B-,2:0,1:1A,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1C+,1:1B,1:1B,1:1B-,1:1B,1:1B+,0:0NA,1:1C-
230741B,1,N,0,26,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,7,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,5,132,1:1B-,2:0F,1:0F,1:1B-,1:1C,2:1B-,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,1:1D+,1:1C-,1:1B,1:1C,2:1C+,1:1B-,0:0NA,1:1D+
230741B,1,N,0,135,1:1D,1:1D,1:1C+,1:1C,1:1D,1:1C-,0:0NA,1:1B+,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1D,2:1C+,1:1C,3:0A-,1:1D,3:1B,0:0NA,4:0
230741B,1,N,0,120,1:1C+,2:1B+,1:1B-,1:1B,1:1B-,1:1D+,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1C+,1:1C,1:1B-,1:1C-,2:0F,0:0NA,1:1C
230741B,1,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B,1:1A,1:1CR,1:1A-,1:1B-,1:1B+,1:1A-,1:1B,1:1A,0:0NA,1:1B+
230741B,1,Y,70,59,1:1A,1:1A,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B,0:0NA,1:1D,0:0NA,1:1B,1:1B,4:1CR,1:1C+,1:1B,1:1B-,1:1C,2:1C+,1:1A,0:0NA,1:1C-
230741B,1,Y,66.5,80,1:1B,1:1B,1:1B,1:1A,2:1B,2:1C+,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1B,2:1CR,1:1B+,1:1D+,1:1C-,1:1A,1:1B,1:1A-,0:0NA,1:1A-
230741B,1,Y,67,67,1:1B-,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,2:1CR,2:1C-,2:1C+,2:1C-,1:1C-,1:1C,1:1B,0:0NA,1:1B+
230741B,1,N,70,0,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,40,37,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,62,59,1:1B,2:0,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1B-,5:1C-,4:1CR,1:1B+,1:1B-,2:1C,1:1B-,2:1A,1:1B+,0:0NA,1:1C
230741B,1,N,9,67,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,3:0D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,14.3,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,57,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,70,52,1:1B,1:1C,1:1A,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1B+,1:1C+,1:1B+,1:1C-,1:1B-,1:1B,0:0NA,1:1B-
230741B,1,N,18,17,0:0NA,0:0NA,0:0NA,2:0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,70,61,1:1C,1:1B,1:1A,2:0,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1A,2:1CR,1:1C,1:1C,1:1B-,1:1C+,1:1B,2:1B-,0:0NA,1:1A-
230741B,1,N,0,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,76,0,1:1A,1:1B,1:1C,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1C,0:0NA,1:1A,1:0,1:0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,59,0,1:1B,1:1D-,1:1C,2:1C,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,0:0NA,1:1C,1:1C-,2:1D-,0:0NA,1:1B,0:0NA,1:1C-
230741B,1,N,13,27,0:0NA,0:0NA,0:0NA,1:1C,1:1D-,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,67,30,1:1B,1:1C-,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,1:1B-,1:0,1:1B,0:0NA,0:0NA,1:0
230741B,1,N,18,59,0:0NA,0:0NA,1:1D,1:1B+,1:1D,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0
230741B,1,N,65.5,6,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,6,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,73,49,1:1C,1:1C,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,2:1CR,1:1B,1:1B,1:1C-,1:1C,1:1B,1:1A,0:0NA,1:1C+
230741B,1,N,63,15,1:1B,1:1C,1:1B,1:1A,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,1:1C,1:1C+,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B+
230741B,1,N,76,9,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,6,135,1:1C-,1:1C,1:1C,1:1A,2:1C,1:1C-,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1B-,3:1CR,1:1D-,1:1C-,1:1D,1:1C,1:1D,1:1C+,0:0NA,1:1B+
230741B,1,Y,67.5,67,1:1B,1:1C,1:1B,1:1A,1:1B,1:1C,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1C+,1:1C,1:1D-,2:1A,1:1C,1:1B,0:0NA,1:1B-
230741B,1,Y,15,136,2:1B+,1:1C-,1:1C,1:1A,1:1B,1:1C-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1D+,1:1B,1:1C+,1:1C,2:1D+,1:1B-,0:0NA,1:1D
230741B,1,Y,74.7,59,1:1B,1:1A,1:1C,1:1A,1:1C,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,1:1B+,1:1A-,1:1A,1:1B+,1:1B,1:1A,0:0NA,1:1B
230741B,1,N,73,4,0:0NA,0:0NA,0:0NA,1:0F,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,15,63,1:1C,1:0F,1:1A-,1:1A,2:0,3:1D,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+
230741B,1,Y,29,101,1:1C-,1:1D+,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1B,1:1B+,2:1B-,1:1C,2:1C+,1:1B,0:0NA,1:1B-
230741B,1,N,0,41,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,19,68,1:1D,2:1C,1:1A,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1C,1:1B-,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:1B-
230741B,1,N,51,0,0:0NA,0:0NA,0:0NA,3:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,67.5,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,47,1:1A,1:1A,1:1B,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA,1:1B,3:0,3:1CR,2:1C-,1:1C,2:1C+,1:1C+,0:0NA,0:0NA,0:0NA,1:1B
230741B,1,Y,0,142,1:1D+,1:1D,1:1C+,1:1C+,1:1C,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C-,1:1B-,1:1CR,1:1C-,1:1C,1:1B,1:1C,1:1D,1:1B-,0:0NA,1:1C
230741B,1,N,0,82,1:0,0:0NA,2:1C,1:1B,1:1C,2:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,64,56,1:1B,1:1A,1:1C,1:1A,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,4:1CR,2:1D+,2:1B-,2:1C,1:1C-,1:1B,1:1B,0:0NA,1:1C
230741B,1,N,69,12,1:1C,1:1B,1:1C,1:1A,1:1A,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1B-,1:1B-,1:1B-,2:0,1:1B+,0:0NA,0:0NA,2:0
230741B,1,Y,70,57,1:1A,1:1C,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1C,1:1B+,1:1CR,1:1A-,1:1B,1:1B-,1:1B-,1:1C,1:1A-,0:0NA,1:1C
230741B,1,N,74,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,85,1:0F,0:0NA,1:1C-,1:1A,1:0F,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,0,132,1:1B,1:1A,1:1B,1:1A,1:1A-,1:1A,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,1:1A,1:1B+,0:0NA,1:1A-,0:0NA,1:1B
230741B,1,Y,70,52,1:1B,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,2:1A,1:1B+,1:1B,1:1C,1:1C,2:1A,0:0NA,1:1B+
230741B,1,Y,60,82,1:1C,1:1B-,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,2:1CR,1:1C,1:1A,1:1B+,1:1B-,1:1B,1:1A,0:0NA,1:1A
230741B,1,N,0,28,0:0NA,0:0NA,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,22,1:1A,1:1B,1:1C,1:1A,1:1C,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:0,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,1:1D
230741B,1,Y,70,64,1:1C,1:1A,2:0,1:0,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,2:1CR,1:1C+,1:1A,2:1B+,1:1B,1:1B-,1:1A-,0:0NA,1:1C-
230741B,1,N,15,83,3:0,0:0NA,1:1D-,1:1B+,1:1C,2:1D,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,67,12,1:1A,0:0NA,1:1A,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,76,2:1C,1:1C,1:1C+,1:1A,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1C,1:1B-,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,79,0,1:1B,1:1B+,1:1C,0:0NA,1:1A-,1:1B,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,60,67,1:1B,1:1D,1:1A,1:1D,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1B,1:1B+,1:1C+,1:1B,1:1A,1:1A-,0:0NA,2:0
230741B,1,N,67,36,1:1A,1:1A,1:1C,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:0NC,1:1C-,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C+
230741B,1,N,68,24,1:1B,0:0NA,1:1B,1:1A,1:1B,1:1A,1:1A,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
230741B,1,N,42,0,1:1C+,0:0NA,0:0NA,1:1A,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,70,57,1:1B,0:0NA,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:1A-,2:0,1:1B,1:1C,1:1C,2:1A-,1:1C,1:1A-,0:0NA,1:1B+
230741B,1,N,0,43,0:0NA,0:0NA,2:0,2:1A,2:1D,2:1A,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,69,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,1:1C,1:1D+,1:1A,1:0NC,0:0NA,1:1B-,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,62,113,1:1C,1:1B-,1:1B+,1:1A,2:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1C,1:1B-,1:1B,1:1C+,1:1C+,1:1B+,0:0NA,1:1C+
230741B,1,N,9,12,1:1B+,1:1A,1:1B,1:1A,1:1A,2:1B+,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,3:1CR,3:1B,4:1A-,1:1B+,1:1B+,0:0NA,0:0NA,0:0NA,1:1B+
230741B,1,N,14,15,1:1A,1:1A-,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:1C,2:1B-,3:1B-,1:1B,0:0NA,0:0NA,0:0NA,2:1C
230741B,1,N,62,0,1:1D,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,28,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,70,58,1:1B,2:1A,1:1B,1:1B,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,2:1CR,1:1C,1:1A,1:1B-,1:1B-,1:1C,1:1A,0:0NA,2:1C
230741B,1,Y,81.2,70,4:1B+,1:1B,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,2:1CR,2:0,1:1B,1:1B-,1:1A-,3:1C,1:1C,0:0NA,1:1C
230741B,1,N,70,57,1:1C,1:1C,1:1B,1:1B,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,4:1CR,3:0,1:1C+,1:1C-,1:1B,2:1D,1:1C,0:0NA,0:0NA
230741B,1,N,0,0,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,63,19,1:1B,1:1B,1:1B,1:1B,1:1C,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1CR,1:1B,2:1C-,1:1C,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,68.5,15,1:1B,1:1B,1:1C,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:0,0:0NA,1:1B-,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,12,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,51,1:1D+,0:0NA,0:0NA,1:1B,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,Y,70,52,1:1C,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,5:1CR,1:1C,1:1C+,2:1C+,1:1B+,1:1D,1:1B-,0:0NA,2:1C+
230741B,1,Y,70,52,1:1C,1:1C,1:1B,1:1C,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,3:1CR,1:1D,1:1B-,1:1C-,1:1D-,1:1C,1:1A-,0:0NA,1:1D
230741B,1,N,91,0,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,69,15,1:0,0:0NA,1:1C,0:0NA,1:1C,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,21,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
